epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,3773.86,1.21747,1.4989,1.16055,0.75352,0.52727,0.59625,0.41612,0.90643,0.90906,0.98535,0.002476,0.002476,0.002476
78,3822.27,1.20998,1.4941,1.15776,0.75285,0.52727,0.5962,0.41566,0.90597,0.91296,0.98535,0.002377,0.002377,0.002377
79,3870.62,1.20429,1.48831,1.15431,0.75671,0.52555,0.59559,0.41543,0.90511,0.91679,0.98514,0.002278,0.002278,0.002278
80,3918.95,1.20393,1.48208,1.15812,0.75894,0.52194,0.59521,0.41525,0.90437,0.92042,0.98491,0.002179,0.002179,0.002179
81,3967.3,1.19902,1.47729,1.1541,0.75529,0.52226,0.5948,0.41475,0.90443,0.92541,0.98534,0.00208,0.00208,0.00208
82,4015.59,1.19442,1.47359,1.15306,0.75127,0.52285,0.5943,0.41439,0.90468,0.93057,0.98565,0.001981,0.001981,0.001981
83,4063.89,1.18358,1.45798,1.14834,0.74932,0.52197,0.59409,0.41421,0.90467,0.93622,0.98603,0.001882,0.001882,0.001882
84,4112.22,1.17204,1.45261,1.14625,0.75062,0.51932,0.59388,0.41414,0.90451,0.94233,0.98636,0.001783,0.001783,0.001783
85,4160.51,1.16922,1.44293,1.14208,0.74732,0.52041,0.59363,0.41389,0.90453,0.94978,0.98675,0.001684,0.001684,0.001684
86,4208.73,1.1643,1.43583,1.14026,0.74525,0.51885,0.59278,0.41347,0.90412,0.95659,0.9871,0.001585,0.001585,0.001585
87,4256.92,1.15439,1.42919,1.13738,0.74316,0.51854,0.59209,0.41279,0.90386,0.96416,0.98746,0.001486,0.001486,0.001486
