epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,3696.32,1.18395,1.46594,1.15379,0.7657,0.54027,0.61104,0.42918,0.88636,0.86787,0.97774,0.002179,0.002179,0.002179
81,3742.43,1.1773,1.45863,1.15064,0.76803,0.53753,0.6106,0.42892,0.88565,0.87014,0.9775,0.00208,0.00208,0.00208
82,3788.35,1.17328,1.46168,1.14695,0.76826,0.53755,0.61049,0.42889,0.88514,0.87331,0.9774,0.001981,0.001981,0.001981
83,3833.54,1.15947,1.44735,1.14285,0.7657,0.53911,0.61078,0.42874,0.88479,0.87653,0.97758,0.001882,0.001882,0.001882
84,3879.35,1.16112,1.43449,1.14423,0.76416,0.53755,0.61021,0.42856,0.88433,0.88074,0.97769,0.001783,0.001783,0.001783
85,3925.37,1.15002,1.42659,1.13623,0.76246,0.53771,0.61003,0.42869,0.88406,0.88524,0.9779,0.001684,0.001684,0.001684
86,3970.77,1.14265,1.42434,1.13468,0.76207,0.53677,0.61022,0.4283,0.88424,0.89015,0.97818,0.001585,0.001585,0.001585
87,4016.5,1.13765,1.41396,1.13393,0.76418,0.53369,0.60943,0.42767,0.88462,0.89638,0.97871,0.001486,0.001486,0.001486
88,4062.24,1.13045,1.40814,1.12899,0.76471,0.53303,0.60884,0.42713,0.88465,0.9027,0.97917,0.001387,0.001387,0.001387
89,4107.14,1.12799,1.39688,1.1272,0.76624,0.53225,0.60835,0.42654,0.88491,0.9093,0.97962,0.001288,0.001288,0.001288
90,4153.08,1.11241,1.38681,1.12093,0.76703,0.53094,0.60743,0.42621,0.88514,0.91629,0.98011,0.001189,0.001189,0.001189
